|url|number_of_rooms|region|price_dollar|what_floor|max_of_floors|type|state|house_type|ceiling_height|area|kitchen_area|year|heating|furniture|docs|exchange_possible|installment_plan|mortgage_possible|from_whom|lat|lon|added|upped|view|like
235|https://www.house.kg/details/4692541663265fdcd0025-02521365|2-комн. кв., 54 м2|Бишкек|68000.0|5|5|индивид. планировка|евроремонт|кирпичный||54 м2|||центральное|частично меблирована|договор купли-продажи||нет|нет|от собственника|42.8773|74.6942|Добавлено 5 месяцев назад|Поднято 22 часа назад|1281.0|
236|https://www.house.kg/details/8892352665c40f1499b08-44773951|2-комн. кв., 43 м2|Бишкек|72000.0|4|4|104 серия|евроремонт|панельный||43 м2|||||технический паспорт||||от агента|42.8753|74.5963|Добавлено 4 месяца назад|Поднято 22 часа назад|867.0|2.0
237|https://www.house.kg/details/129793266863dbf571737-64417090|2-комн. кв., 62 м2|Бишкек|55447.0|12|12|элитка|под самоотделку (псо)|монолитный||62 м2|||||||||от агента|42.845|74.6386|Добавлено 3 месяца назад|Поднято 22 часа назад|688.0|1.0
238|https://www.house.kg/details/640200666863d23222626-09897052|3-комн. кв., 90 м2|Бишкек|115000.0|14|14|элитка|под самоотделку (псо)|монолитный|3 м.|90 м2||2023 г.|на газе||||||от агента|42.8451|74.5654|Добавлено 3 месяца назад|Поднято 22 часа назад|1050.0|
239|https://www.house.kg/details/82185066ebe4a7372d53-55308975|2-комн. кв., 47 м2|Бишкек|54800.0|3|5|индивид. планировка|евроремонт|панельный||47 м2|||центральное||договор дарения, технический паспорт||||от агента|42.8707|74.691|Добавлено 1 день назад|Поднято 22 часа назад|60.0|
240|https://www.house.kg/details/394022166e9daa14b32d1-49528279|2-комн. кв., 90.75 м2|Бишкек|89800.0|11|16|элитка|под самоотделку (псо)|монолитный||90.75 м2|||центральное||договор долевого участия, красная книга||||от агента|42.8713|74.5938|Добавлено 3 дня назад|Поднято 22 часа назад|150.0|
241|https://www.house.kg/details/563293566bdd22979e084-47289509|3-комн. кв., 100 м2|Бишкек|109000.0|3|9|элитка|хорошее|панельный||100 м2|||центральное|частично меблирована|договор купли-продажи, технический паспорт||||от агента|42.836|74.567|Добавлено 1 месяц назад|Поднято 22 часа назад|404.0|3.0
242|https://www.house.kg/details/688350866713cd2e9cdd5-13827203|1-комн. кв., 28 м2|Бишкек|44000.0|1|4|хрущевка|среднее|кирпичный||28 м2|||||технический паспорт||||от агента|42.8335|74.5828|Добавлено 3 месяца назад|Поднято 22 часа назад|1091.0|4.0
243|https://www.house.kg/details/7635494667118a1951f25-73159158|3-комн. кв., 78 м2|Бишкек|112000.0|6|10|элитка|евроремонт|монолитный||78 м2|||электрическое||технический паспорт||||от агента|42.8395|74.5663|Добавлено 3 месяца назад|Поднято 22 часа назад|547.0|3.0
244|https://www.house.kg/details/77126566861b49cc5f08-21834905|2-комн. кв., 75 м2|Бишкек|97000.0|6|12|элитка|евроремонт|кирпичный|3 м.|75 м2|||автономное||||||от агента|42.8395|74.5629|Добавлено 3 месяца назад|Поднято 22 часа назад|488.0|1.0
245|https://www.house.kg/details/673595566e9d798ea85c4-62366069|1-комн. кв., 37.59 м2|Бишкек|73000.0|3|12|элитка|евроремонт|монолитный|3 м.|37.59 м2||2022 г.|на газе|полностью меблирована|договор долевого участия||||от агента|42.8175|74.6162|Добавлено 3 дня назад|Поднято 22 часа назад|113.0|1.0
246|https://www.house.kg/details/598323566e905dcb79097-19143845|2-комн. кв., 69 м2|Бишкек|92000.0|3|10|элитка|хорошее|монолитный|3 м.|69 м2||2016 г.|электрическое|частично меблирована|технический паспорт, красная книга|рассмотрю варианты||есть|от агента|42.8201|74.6122|Добавлено 3 дня назад|Поднято 22 часа назад|118.0|1.0
247|https://www.house.kg/details/8501539668388e3af0c02-52878297|3-комн. кв., 105 м2|Бишкек|100800.0|4|10|элитка|под самоотделку (псо)|монолитный|3 м.|105 м2||2023 г.|на газе||договор долевого участия, красная книга||||от агента|42.8113|74.6221|Добавлено 3 месяца назад|Поднято 22 часа назад|521.0|1.0
248|https://www.house.kg/details/607336166bd8cfee36a96-08498954|3-комн. кв., 80 м2|Бишкек|175000.0|2|14|элитка|евроремонт|монолитный|3 м.|80 м2||2022 г.|на газе|полностью меблирована|договор долевого участия||||от агента|42.8171|74.6059|Добавлено 1 месяц назад|Поднято 22 часа назад|323.0|
249|https://www.house.kg/details/879437166bd859b8f64f2-83141158|2-комн. кв., 80 м2|Бишкек|175000.0|2|14|элитка|евроремонт|монолитный|3 м.|80 м2||2022 г.|на газе|полностью меблирована|||нет||от агента|42.8171|74.6059|Добавлено 1 месяц назад|Поднято 22 часа назад|304.0|
250|https://www.house.kg/details/48820662634274e2976-39541194|4-комн. кв., 142 м2|Бишкек|167560.0|11|14|элитка|под самоотделку (псо)|кирпичный|3.3 м.|142 м2||2022 г.|||договор долевого участия||||от агента|42.8236|74.5858|Добавлено 5 месяцев назад|Поднято 22 часа назад|1462.0|4.0
251|https://www.house.kg/details/3806520666c23c260a521-65642363|1-комн. кв., 33 м2|Бишкек|43500.0|7|9|105 серия|хорошее|панельный||33 м2|||центральное||договор купли-продажи, технический паспорт||||от агента|42.8749|74.6918|Добавлено 3 месяца назад|Поднято 22 часа назад|1001.0|4.0
252|https://www.house.kg/details/3555575666add606c36d7-17211729|3-комн. кв., 58 м2|Бишкек|79000.0|3|4|104 серия|хорошее|панельный||58 м2|||центральное||технический паспорт||||от агента|42.8587|74.611|Добавлено 3 месяца назад|Поднято 22 часа назад|817.0|5.0
253|https://www.house.kg/details/99270669e631b25eb64-89159369|2-комн. кв., 72 м2|Бишкек|98000.0|7|10|элитка|евроремонт|монолитный|3 м.|72 м2||2023 г.|||||||от агента|42.8113|74.6221|Добавлено 2 месяца назад|Поднято 22 часа назад|493.0|
254|https://www.house.kg/details/406440466e0887f74ff03-37988024|3-комн. кв., 60 м2|Бишкек|57000.0|1|2|индивид. планировка|хорошее|кирпичный||60 м2|||автономное|пустая|договор купли-продажи, технический паспорт|||есть|от агента|42.8752|74.5583|Добавлено 10 дней назад|Поднято 22 часа назад|174.0|
255|https://www.house.kg/details/813829866dc0b8a5f7c49-57063551|4-комн. кв., 160 м2|Бишкек|219000.0|5|8|элитка|хорошее|кирпичный|3 м.|160 м2||2007 г.|центральное|частично меблирована|технический паспорт, договор купли-продажи||||от агента|42.8656|74.6149|Добавлено 13 дней назад|Поднято 22 часа назад|147.0|
256|https://www.house.kg/details/7914217666abfe267e1b4-52793953|1-комн. кв., 35 м2|Бишкек|43500.0|7|9|элитка|евроремонт|монолитный|2.8 м.|35 м2||2022 г.|на газе||договор долевого участия||||от агента|42.8813|74.5612|Добавлено 3 месяца назад|Поднято 22 часа назад|1040.0|10.0
257|https://www.house.kg/details/1228342649c8dfbe50a93-68589316|4-комн. кв., 93.6 м2|Бишкек|120000.0|1|9|106 серия|среднее|панельный|2.7 м.|93.6 м2|||центральное|пустая|технический паспорт|рассмотрю варианты|||от собственника|42.8723|74.6249|Добавлено 1 год назад|Поднято 22 часа назад|2368.0|6.0
258|https://www.house.kg/details/50771306669d2d7cc24d2-78746624|4-комн. кв., 222 м2|Бишкек|235500.0|14|14|элитка|под самоотделку (псо)|монолитный|3 м.|222 м2||2021 г.|на газе||договор долевого участия||||от агента|42.8192|74.5857|Добавлено 3 месяца назад|Поднято 22 часа назад|733.0|4.0
259|https://www.house.kg/details/4718492668534bb5816a4-48273244|2-комн. кв., 78 м2|Бишкек|96000.0|3|4|элитка|под самоотделку (псо)|кирпичный||78 м2|||на газе||||||от агента|42.848|74.623|Добавлено 3 месяца назад|Поднято 22 часа назад|620.0|
260|https://www.house.kg/details/47539016683b3eb78fbb7-47339461|2-комн. кв., 54 м2|Бишкек|64800.0|5|14|элитка|под самоотделку (псо)|монолитный|3 м.|54 м2||2022 г.|центральное||договор долевого участия||||от агента|42.8192|74.6031|Добавлено 3 месяца назад|Поднято 22 часа назад|794.0|4.0
261|https://www.house.kg/details/566476566750d3296cd23-20923944|3-комн. кв., 58 м2|Бишкек|74000.0|1|4|104 серия|хорошее|монолитный|2.5 м.|58 м2|м2||центральное||||||от агента|42.8324|74.6274|Добавлено 3 месяца назад|Поднято 22 часа назад|831.0|2.0
262|https://www.house.kg/details/129993266cf123c306673-78747155|3-комн. кв., 52 м2|Бишкек|68000.0|3|4|хрущевка|среднее|кирпичный|2.6 м.|52 м2|м2|1962 г.|центральное|полностью меблирована|договор дарения, технический паспорт||||от агента|42.8642|74.6185|Добавлено 23 дня назад|Поднято 22 часа назад|293.0|2.0
263|https://www.house.kg/details/874579966cf10f1ee5da9-40678185|3-комн. кв., 113 м2|Бишкек|144600.0|5|12|элитка|евроремонт|монолитный|3 м.|113 м2|м2|2016 г.|центральное|полностью меблирована|договор купли-продажи, технический паспорт||||от агента|42.8714|74.5825|Добавлено 23 дня назад|Поднято 22 часа назад|363.0|3.0
264|https://www.house.kg/details/874579966cf10f1ee5da9-40678185|3-комн. кв., 113 м2|Бишкек|144600.0|5|12|элитка|евроремонт|монолитный|3 м.|113 м2|м2|2016 г.|центральное|полностью меблирована|договор купли-продажи, технический паспорт||||от агента|42.8714|74.5825|Добавлено 23 дня назад|Поднято 22 часа назад|364.0|3.0
265|https://www.house.kg/details/285618066750ba9570f90-37996865|2-комн. кв., 47 м2|Бишкек|67800.0|4|4|104 серия|евроремонт|монолитный||47 м2|||центральное||||||от агента|42.8673|74.5918|Добавлено 3 месяца назад|Поднято 22 часа назад|805.0|10.0
266|https://www.house.kg/details/486329566852be8da4041-54993284|4-комн. кв., 157 м2|Бишкек|172543.0|8|16|элитка|под самоотделку (псо)|монолитный|3.1 м.|157 м2||2024 г.|центральное||||||от агента|42.8398|74.583|Добавлено 3 месяца назад|Поднято 22 часа назад|618.0|
267|https://www.house.kg/details/7396164668529c6deaef2-46697515|4-комн. кв., 175 м2|Бишкек|194775.0|10|16|элитка|под самоотделку (псо)|монолитный|3.1 м.|175 м2||2024 г.|центральное||||||от агента|42.8398|74.583|Добавлено 3 месяца назад|Поднято 22 часа назад|513.0|
268|https://www.house.kg/details/319517666e3cdd6c271d0-21258501|3-комн. кв., 84 м2|Бишкек|115000.0|1|10|элитка|евроремонт|монолитный|3 м.|84 м2||2022 г.|автономное|полностью меблирована|технический паспорт, договор купли-продажи||||от агента|42.8423|74.5806|Добавлено 7 дней назад|Поднято 22 часа назад|122.0|
269|https://www.house.kg/details/869839566e3c4c11cd993-12700783|4-комн. кв., 140 м2|Бишкек|183000.0|4|12|элитка|евроремонт|кирпичный|3 м.|140 м2||2021 г.|электрическое|частично меблирована|договор купли-продажи, технический паспорт||||от агента|42.8447|74.5905|Добавлено 7 дней назад|Поднято 22 часа назад|139.0|
270|https://www.house.kg/details/103263466852981d38132-26288573|2-комн. кв., 50 м2|Бишкек|64950.0|8|12|элитка|под самоотделку (псо)|кирпичный||50 м2||2023 г.|||||||от агента|42.8272|74.5803|Добавлено 3 месяца назад|Поднято 22 часа назад|1037.0|8.0
271|https://www.house.kg/details/666177266699b8f58e939-57593564|2-комн. кв., 80 м2|Бишкек|187000.0|3|8|элитка|евроремонт|монолитный|3.2 м.|80 м2||2022 г.|на газе|полностью меблирована|договор купли-продажи, технический паспорт||||от агента|42.8168|74.6143|Добавлено 3 месяца назад|Поднято 22 часа назад|1577.0|4.0
272|https://www.house.kg/details/187046166bc54bc006fe5-91196748|2-комн. кв., 67 м2|Бишкек|56000.0|11|13|элитка|под самоотделку (псо)|монолитный|3 м.|67 м2||2023 г.|центральное||договор долевого участия||||от агента|42.8548|74.6766|Добавлено 1 месяц назад|Поднято 22 часа назад|373.0|1.0
273|https://www.house.kg/details/658155766729e7da64ab5-69696956|3-комн. кв., 156 м2|Бишкек|168000.0|7|9|элитка|евроремонт|кирпичный||156 м2|||электрическое||||||от агента|42.8263|74.5925|Добавлено 3 месяца назад|Поднято 22 часа назад|618.0|
274|https://www.house.kg/details/48413696684e9e02d0cb0-00658012|2-комн. кв., 62 м2|с. Кок-Джар|55738.0|12|12|элитка|под самоотделку (псо)|монолитный||62 м2||2023 г.|на газе||||||от агента|42.8157|74.6485|Добавлено 3 месяца назад|Поднято 22 часа назад|603.0|1.0
275|https://www.house.kg/details/39774766684e699daec12-56331641|свободная планировка кв., 110 м2|с. Кок-Джар|116160.0|1|12|элитка|под самоотделку (псо)|монолитный||110 м2||2023 г.|||||||от агента|42.8157|74.6485|Добавлено 3 месяца назад|Поднято 22 часа назад|325.0|
276|https://www.house.kg/details/308017066714387b00914-76501882|2-комн. кв., 85 м2|Бишкек|82500.0|3|10|элитка|хорошее|монолитный||85 м2|||центральное||технический паспорт||||от агента|42.8753|74.6576|Добавлено 3 месяца назад|Поднято 22 часа назад|687.0|3.0
277|https://www.house.kg/details/675405666b5d4f8e5dbc9-41168929|1-комн. кв., 35 м2|Бишкек|45000.0|9|9|105 серия|хорошее|панельный||35 м2|||центральное||технический паспорт||нет||от агента|42.8539|74.6887|Добавлено 1 месяц назад|Поднято 22 часа назад|464.0|2.0
278|https://www.house.kg/details/159335366e2da736c6723-76459224|2-комн. кв., 41 м2|Бишкек|46500.0|4|4|индивид. планировка|евроремонт|кирпичный|3 м.|41 м2||2021 г.|электрическое|частично меблирована|технический паспорт, красная книга|||есть|от агента|42.8738|74.5087|Добавлено 8 дней назад|Поднято 22 часа назад|192.0|
279|https://www.house.kg/details/538699666b5bbc0963909-34765338|2-комн. кв., 42 м2|Бишкек|54000.0|3|3|хрущевка|хорошее|панельный||42 м2|||центральное|частично меблирована|технический паспорт||нет||от агента|42.8825|74.6546|Добавлено 1 месяц назад|Поднято 22 часа назад|363.0|2.0
280|https://www.house.kg/details/669462366612a6c84d080-53866980|4-комн. кв., 80 м2|Бишкек|110000.0|5|9|106 серия|хорошее|панельный||80 м2|||центральное|полностью меблирована|договор купли-продажи, технический паспорт||||от агента|42.8706|74.6235|Добавлено 4 месяца назад|Поднято 22 часа назад|1022.0|5.0
281|https://www.house.kg/details/82627086651c25d0ee8e9-41334239|2-комн. кв., 70 м2|Бишкек|100000.0|11|16|элитка|евроремонт|монолитный|3 м.|70 м2||2022 г.|центральное||||||от агента|42.884|74.581|Добавлено 4 месяца назад|Поднято 22 часа назад|899.0|1.0
282|https://www.house.kg/details/28406006684e3a0525506-01918617|3-комн. кв., 85 м2|Бишкек|89250.0|10|12|элитка|под самоотделку (псо)|монолитный||85 м2||2024 г.|||||||от агента|42.868|74.579|Добавлено 3 месяца назад|Поднято 22 часа назад|719.0|1.0
283|https://www.house.kg/details/957733566b490899192e1-34020057|2-комн. кв., 30 м2|Бишкек|44000.0|5|5|104 серия|хорошее|панельный||30 м2|||центральное|частично меблирована|технический паспорт||нет||от агента|42.872|74.6332|Добавлено 1 месяц назад|Поднято 22 часа назад|777.0|8.0
284|https://www.house.kg/details/957733566b490899192e1-34020057|2-комн. кв., 30 м2|Бишкек|44000.0|5|5|104 серия|хорошее|панельный||30 м2|||центральное|частично меблирована|технический паспорт||нет||от агента|42.872|74.6332|Добавлено 1 месяц назад|Поднято 22 часа назад|778.0|8.0
285|https://www.house.kg/details/779876666b450f8e1df44-96954746|2-комн. кв., 70.3 м2|Бишкек|156000.0|7|8|элитка|под самоотделку (псо)|монолитный|3 м.|70.3 м2||2021 г.|автономное||||||от агента|42.8198|74.6226|Добавлено 1 месяц назад|Поднято 22 часа назад|488.0|
286|https://www.house.kg/details/3592222665012212dc380-43770545|2-комн. кв., 65 м2|с. Селекционное|86000.0|12|12|элитка|евроремонт|монолитный|3 м.|65 м2||2022 г.|центральное||||||от агента|42.8378|74.5272|Добавлено 4 месяца назад|Поднято 22 часа назад|778.0|
287|https://www.house.kg/details/38896186659bc4b2f3c89-53652601|2-комн. кв., 79 м2|Бишкек Ленинский район|95000.0|12|17|элитка|под самоотделку (псо)|кирпичный||79 м2||2025 г.|||||||от агента|42.8516|74.6152|Добавлено 4 месяца назад|Поднято 22 часа назад|833.0|
288|https://www.house.kg/details/777630266b4444b41ebc3-08629789|2-комн. кв., 42 м2|Бишкек|55000.0|4|4|хрущевка|среднее|кирпичный||42 м2|||центральное||||||от агента|42.8432|74.5969|Добавлено 1 месяц назад|Поднято 22 часа назад|835.0|2.0
289|https://www.house.kg/details/570280766e2b78c892073-70205805|3-комн. кв., 68 м2|Бишкек|99500.0|3|9|106 серия|среднее|панельный|3 м.|68 м2||1989 г.|центральное|частично меблирована|договор купли-продажи, технический паспорт||||от агента|42.8698|74.6355|Добавлено 8 дней назад|Поднято 22 часа назад|96.0|
290|https://www.house.kg/details/92338856683ca72e4c4d3-53155596|3-комн. кв., 86 м2|Бишкек|141000.0|2|12|элитка|евроремонт|монолитный|3 м.|86 м2||2019 г.|центральное||красная книга, технический паспорт||||от агента|42.8645|74.6118|Добавлено 3 месяца назад|Поднято 22 часа назад|707.0|
291|https://www.house.kg/details/4447029667fb7e8ac1606-44714223|3-комн. кв., 63 м2|Бишкек|71936.0|5|5|104 серия|среднее|панельный|2.8 м.|63 м2||1972 г.|||договор купли-продажи, технический паспорт||||от агента|42.8782|74.6226|Добавлено 3 месяца назад|Поднято 22 часа назад|1001.0|10.0
292|https://www.house.kg/details/64141726659b31801ec82-03078460|1-комн. кв., 62 м2|Бишкек|62500.0|7|16|элитка|не достроено|монолитный|3 м.|62 м2||2023 г.|на газе||||||от агента|42.8178|74.6138|Добавлено 4 месяца назад|Поднято 22 часа назад|1008.0|3.0
293|https://www.house.kg/details/291368366e29cbb4edb78-04209799|2-комн. кв., 54 м2|Бишкек|74000.0|9|9|106 серия|среднее|панельный|3 м.|54 м2||1989 г.|центральное|частично меблирована|договор купли-продажи, технический паспорт||||от агента|42.8733|74.6298|Добавлено 8 дней назад|Поднято 22 часа назад|108.0|
294|https://www.house.kg/details/291368366e29cbb4edb78-04209799|2-комн. кв., 54 м2|Бишкек|74000.0|9|9|106 серия|среднее|панельный|3 м.|54 м2||1989 г.|центральное|частично меблирована|договор купли-продажи, технический паспорт||||от агента|42.8733|74.6298|Добавлено 8 дней назад|Поднято 22 часа назад|109.0|
295|https://www.house.kg/details/729961066e2923ae48645-34598742|2-комн. кв., 50 м2|Бишкек|63000.0|1|5|индивид. планировка|евроремонт|кирпичный|3 м.|50 м2||1989 г.|центральное|полностью меблирована|договор купли-продажи, технический паспорт||||от агента|42.8786|74.6801|Добавлено 8 дней назад|Поднято 22 часа назад|118.0|1.0
296|https://www.house.kg/details/16164716680eb7d5ab173-97178929|4-комн. кв., 181 м2|Бишкек|195480.0|8|14|элитка|под самоотделку (псо)|монолитный|3 м.|181 м2||2023 г.|автономное||||||от агента|42.8191|74.5857|Добавлено 3 месяца назад|Поднято 22 часа назад|548.0|3.0
297|https://www.house.kg/details/376584466472b37b23de9-03367339|1-комн. кв., 43 м2|Бишкек|70000.0|9|12|элитка|евроремонт|монолитный||43 м2|||центральное||технический паспорт||||от агента|42.8601|74.5865|Добавлено 4 месяца назад|Поднято 22 часа назад|998.0|7.0
298|https://www.house.kg/details/910087266681d2a858b60-41495618|3-комн. кв., 75.73 м2|Бишкек|87000.0|13|15|элитка|под самоотделку (псо)|монолитный|3 м.|75.73 м2||2022 г.|центральное|пустая|договор долевого участия||||от агента|42.8592|74.6134|Добавлено 3 месяца назад|Поднято 22 часа назад|855.0|1.0
299|https://www.house.kg/details/119721566e27f5a3e9694-68843894|2-комн. кв., 38 м2|Бишкек|52000.0|3|9|элитка|евроремонт|кирпичный|3 м.|38 м2||2013 г.|на газе|частично меблирована|договор долевого участия, красная книга||нет|нет|от агента|42.8419|74.6436|Добавлено 8 дней назад|Поднято 22 часа назад|174.0|2.0
300|https://www.house.kg/details/924933666b1dd859e7267-90610955|3-комн. кв., 96 м2|Бишкек|67200.0|5|17|элитка|под самоотделку (псо)|монолитный|3.1 м.|96 м2|м2|2024 г.|на газе||красная книга||||от агента|42.8646|74.558|Добавлено 2 месяца назад|Поднято 22 часа назад|485.0|3.0
301|https://www.house.kg/details/191300066826ef2db29c9-09892526|3-комн. кв., 100 м2|Бишкек|135000.0|5|12|элитка|евроремонт|кирпичный|3 м.|100 м2||||частично меблирована|договор долевого участия||||от агента|42.8397|74.5629|Добавлено 3 месяца назад|Поднято 22 часа назад|499.0|
302|https://www.house.kg/details/68812926655daacdedfe7-89550125|4-комн. кв., 124 м2|Бишкек|215000.0|5|10|элитка|евроремонт|монолитный|3 м.|124 м2|||центральное||||||от собственника|42.8282|74.6211|Добавлено 4 месяца назад|Поднято 22 часа назад|1796.0|8.0
303|https://www.house.kg/details/502699766681b1b35e319-91985324|2-комн. кв., 64 м2|Бишкек|62000.0|13|14|элитка|под самоотделку (псо)|монолитный||64 м2||2024 г.|центральное|пустая|договор долевого участия||||от агента|42.8565|74.672|Добавлено 3 месяца назад|Поднято 22 часа назад|720.0|
304|https://www.house.kg/details/64352786683758589b487-35908751|3-комн. кв., 105 м2|Бишкек|100800.0|4|10|элитка|под самоотделку (псо)|монолитный|3 м.|105 м2||2023 г.|центральное||||||от агента|42.8113|74.6221|Добавлено 3 месяца назад|Поднято 22 часа назад|633.0|3.0
305|https://www.house.kg/details/645497966754497787351-19177995|3-комн. кв., 58 м2|Бишкек|75000.0|5|5|104 серия|евроремонт|кирпичный||58 м2|||центральное||||||от агента|42.8801|74.6187|Добавлено 3 месяца назад|Поднято 22 часа назад|618.0|1.0
306|https://www.house.kg/details/589965566b1dcb1eb40c9-90450487|2-комн. кв., 76 м2|Бишкек|55480.0|5|17|элитка|под самоотделку (псо)|монолитный|3.1 м.|76 м2|м2|2024 г.|на газе||красная книга||||от агента|42.8646|74.558|Добавлено 2 месяца назад|Поднято 22 часа назад|515.0|1.0
307|https://www.house.kg/details/561878966b1da64129ec6-87133267|1-комн. кв., 48 м2|Бишкек|36000.0|5|17|элитка|под самоотделку (псо)|монолитный|3.1 м.|48 м2|м2|2024 г.|на газе||красная книга||||от агента|42.8643|74.558|Добавлено 2 месяца назад|Поднято 22 часа назад|716.0|9.0
308|https://www.house.kg/details/19147326675133d027304-62164146|1-комн. кв., 44 м2|Бишкек|72000.0|8|14|элитка|евроремонт|монолитный||44 м2||2023 г.|на газе||договор долевого участия||||от агента|42.8674|74.5802|Добавлено 3 месяца назад|Поднято 22 часа назад|971.0|5.0
309|https://www.house.kg/details/883392866826e0d7ce229-92395650|1-комн. кв., 48 м2|Бишкек|45000.0|4|19|элитка|под самоотделку (псо)|монолитный||48 м2||2024 г.|на газе||||||от агента|42.8278|74.5519|Добавлено 3 месяца назад|Поднято 22 часа назад|760.0|1.0
310|https://www.house.kg/details/52606946666e969911113-15610142|3-комн. кв., 76 м2|Бишкек|87000.0|13|15|элитка|под самоотделку (псо)|монолитный|3 м.|76 м2||2022 г.|центральное||||||от агента|42.8592|74.6134|Добавлено 3 месяца назад|Поднято 22 часа назад|702.0|1.0
311|https://www.house.kg/details/54642406666e852d4c335-78706482|3-комн. кв., 80 м2|Бишкек|96000.0|2|12|элитка|евроремонт|монолитный|3 м.|80 м2||2021 г.|автономное||||||от агента|42.8263|74.6099|Добавлено 3 месяца назад|Поднято 22 часа назад|1469.0|9.0
312|https://www.house.kg/details/9236192668267febba026-31774340|2-комн. кв., 82 м2|Бишкек|82000.0|9|12|элитка|под самоотделку (псо)|монолитный|3 м.|82 м2||2024 г.|автономное||||||от агента|42.8167|74.6084|Добавлено 3 месяца назад|Поднято 22 часа назад|654.0|1.0
313|https://www.house.kg/details/1800548667d436aab8d43-57346342|2-комн. кв., 68 м2|Бишкек|90500.0|10|12|элитка|евроремонт|монолитный||68 м2||2023 г.|автономное||||||от агента|42.813|74.6193|Добавлено 3 месяца назад|Поднято 22 часа назад|615.0|1.0
314|https://www.house.kg/details/647363266aa3951560e68-18533248|3-комн. кв., 132 м2|Бишкек|105000.0|9|10|элитка|под самоотделку (псо)|монолитный|2 м.|132 м2|м2|2020 г.|центральное||договор долевого участия||||от агента|42.8758|74.682|Добавлено 2 месяца назад|Поднято 22 часа назад|387.0|
315|https://www.house.kg/details/19488686666e08c8f6320-08290181|2-комн. кв., 79 м2|Бишкек|135000.0|6|14|элитка|евроремонт|монолитный|3 м.|79 м2||2021 г.|на газе|полностью меблирована|договор долевого участия, зеленая книга||||от агента|42.8191|74.5857|Добавлено 3 месяца назад|Поднято 22 часа назад|849.0|2.0
316|https://www.house.kg/details/30612646682658c47f031-59841576|2-комн. кв., 98 м2|Бишкек|125000.0|13|13|элитка|евроремонт|монолитный|3 м.|98 м2||2022 г.|центральное|пустая|||||от агента|42.8733|74.5916|Добавлено 3 месяца назад|Поднято 22 часа назад|777.0|3.0
317|https://www.house.kg/details/901902566825ef9426fd5-91750190|1-комн. кв., 47 м2|Бишкек|66000.0|3|14|элитка|евроремонт|монолитный|3.2 м.|47 м2||2021 г.|на газе||||||от агента|42.8277|74.586|Добавлено 3 месяца назад|Поднято 22 часа назад|880.0|6.0
318|https://www.house.kg/details/5640277667cfb45e42487-28671481|3-комн. кв., 58 м2|Бишкек|76000.0|5|5|104 серия|хорошее|панельный|2.5 м.|58 м2|||центральное||технический паспорт||||от агента|42.8814|74.6192|Добавлено 3 месяца назад|Поднято 22 часа назад|623.0|
319|https://www.house.kg/details/13290056666ddd6b6abe0-32721090|2-комн. кв., 66 м2|Бишкек|90000.0|14|16|элитка|евроремонт|монолитный|3 м.|66 м2||2022 г.|центральное|полностью меблирована|договор долевого участия, красная книга||||от агента|42.884|74.581|Добавлено 3 месяца назад|Поднято 22 часа назад|833.0|1.0
320|https://www.house.kg/details/83936886666c136760b48-81809050|1-комн. кв., 47 м2|Бишкек|66500.0|6|12|элитка|под самоотделку (псо)|монолитный||47 м2||2022 г.|на газе||||||от агента|42.8262|74.6235|Добавлено 3 месяца назад|Поднято 22 часа назад|870.0|6.0
321|https://www.house.kg/details/65565596680e63c58a544-21596463|3-комн. кв., 58 м2|Бишкек|85500.0|1|4|104 серия|евроремонт|монолитный||58 м2|||центральное||технический паспорт, красная книга||||от агента|42.8253|74.6266|Добавлено 3 месяца назад|Поднято 22 часа назад|953.0|4.0
322|https://www.house.kg/details/9453719667d49d0df51e2-23543509|2-комн. кв., 50 м2|Бишкек|67000.0|5|5|105 серия|евроремонт|монолитный||50 м2|||центральное||||||от агента|42.8663|74.6208|Добавлено 3 месяца назад|Поднято 22 часа назад|751.0|3.0
323|https://www.house.kg/details/4188622668225f4ef4317-84965545|1-комн. кв., 47 м2|Бишкек|66000.0|3|14|элитка|евроремонт|кирпичный||47 м2||2023 г.|||||||от агента|42.7967|74.5654|Добавлено 3 месяца назад|Поднято 22 часа назад|634.0|2.0
324|https://www.house.kg/details/168557666aacb0607fa7-91928818|1-комн. кв., 47.8 м2|Бишкек|47800.0|3|17|элитка|под самоотделку (псо)|монолитный||47.8 м2||2028 г.|центральное|пустая|договор долевого участия, красная книга||||от агента|42.8197|74.6343|Добавлено 3 месяца назад|Поднято 22 часа назад|879.0|1.0
325|https://www.house.kg/details/9184628666aa8552f4944-93414218|2-комн. кв., 71.28 м2|Бишкек|71280.0|3|17|элитка|под самоотделку (псо)|монолитный||71.28 м2||2028 г.|центральное|пустая|договор долевого участия, красная книга||||от агента|42.8194|74.6344|Добавлено 3 месяца назад|Поднято 22 часа назад|667.0|1.0
326|https://www.house.kg/details/7608475667d480ba32ed9-96900027|3-комн. кв., 106 м2|Бишкек|145000.0|5|10|элитка|евроремонт|монолитный|3 м.|106 м2||2016 г.|центральное||||||от агента|42.8201|74.6122|Добавлено 3 месяца назад|Поднято 22 часа назад|743.0|
327|https://www.house.kg/details/5179467667d3d241ef586-73746910|5-комн. кв., 186 м2|Бишкек|399000.0|3|10|элитка|евроремонт|монолитный|3 м.|186 м2||2017 г.|автономное||||||от агента|42.8245|74.5842|Добавлено 3 месяца назад|Поднято 22 часа назад|670.0|1.0
